TransactionID,Product
24070,pip fruit
24070,herbs
24070,spices
24071,frankfurter
24071,citrus fruit
24071,UHT-milk
24071,margarine
24071,sugar
24072,sausage
24072,bottled beer
24072,liquor (appetizer)
24073,canned beer
24074,specialty chocolate
24075,curd
24075,rolls/buns
24076,canned beer
24077,whole milk
24077,bottled water
24077,newspapers
24078,rolls/buns
24078,chewing gum
24079,pork
24079,root vegetables
24079,other vegetables
24079,whole milk
24079,dishes
24080,citrus fruit
24080,pastry
24081,pot plants
24082,rolls/buns
24082,pastry
24082,soda
24083,butter
24083,yogurt
24083,bottled water
24083,soda
24083,make up remover
24083,hygiene articles
24084,condensed milk
24084,sugar
24084,coffee
24084,shopping bags
24085,sausage
24085,other vegetables
24085,yogurt
24085,soda
24085,shopping bags
24086,whole milk
24086,beverages
24086,UHT-milk
24086,soda
24087,sausage
24087,pork
24087,beef
24087,whole milk
24087,rolls/buns
24087,margarine
24088,beverages
24089,beverages
24089,specialty bar
24090,bottled water
24090,fruit/vegetable juice
24091,newspapers
24092,cleaner
24092,female sanitary products
24093,sausage
24093,soda
24093,newspapers
24093,shopping bags
24094,newspapers
24095,sausage
24095,beef
24095,citrus fruit
24095,other vegetables
24095,whole milk
24095,butter milk
24095,whipped/sour cream
24095,beverages
24095,hard cheese
24095,rolls/buns
24095,dish cleaner
24095,cookware
24096,misc. beverages
24096,newspapers
24097,white wine
24098,sausage
24098,sliced cheese
24098,rolls/buns
24098,soda
24098,canned beer
24098,shopping bags
24099,meat
24099,curd
24099,bottled beer
24099,cake bar
24100,frankfurter
24100,meat
24100,tropical fruit
24100,onions
24100,oil
24100,baking powder
24100,tea
24100,cling film/bags
24101,ice cream
24101,rolls/buns
24101,canned beer
24102,canned beer
24103,tropical fruit
24103,berries
24103,root vegetables
24103,other vegetables
24103,bottled water
24103,shopping bags
24104,meat
24104,citrus fruit
24104,other vegetables
24104,curd
24104,dessert
24104,butter milk
24104,beverages
24104,cream cheese 
24104,rolls/buns
24104,brown bread
24104,tea
24104,bottled water
24105,whole milk
24105,mustard
24105,bottled water
24106,sausage
24106,beef
24106,beverages
24106,sliced cheese
24106,rolls/buns
24106,spices
24106,house keeping products
24106,flower (seeds)
24107,frankfurter
24107,sausage
24107,root vegetables
24107,butter
24107,curd
24107,sliced cheese
24107,rolls/buns
24107,salty snack
24107,long life bakery product
24108,meat
24108,other vegetables
24108,butter
24108,rolls/buns
24109,root vegetables
24109,beverages
24109,Instant food products
24109,pickled vegetables
24109,detergent
24110,root vegetables
24110,herbs
24110,other vegetables
24110,whole milk
24110,sliced cheese
24110,rolls/buns
24111,whole milk
24111,whipped/sour cream
24111,semi-finished bread
24111,margarine
24112,citrus fruit
24112,whole milk
24112,curd
24112,dessert
24112,yogurt
24112,whipped/sour cream
24112,frozen dessert
24112,rolls/buns
24112,salt
24112,sugar
24112,cereals
24112,canned vegetables
24112,canned fish
24112,skin care
24112,hygiene articles
24112,napkins
24113,citrus fruit
24113,curd
24113,pastry
24113,margarine
24113,sugar
24113,candy
24113,newspapers
24114,other vegetables
24114,whole milk
24114,bottled water
24114,soda
24114,misc. beverages
24114,bottled beer
24114,red/blush wine
24114,napkins
24115,citrus fruit
24115,whole milk
24115,rolls/buns
24116,sausage
24116,oil
24116,hygiene articles
24116,napkins
24117,frankfurter
24117,beef
24117,hamburger meat
24117,grapes
24117,root vegetables
24117,whole milk
24117,butter
24117,frozen dessert
24117,potato products
24117,bottled water
24117,bottled beer
24118,hard cheese
24118,rolls/buns
24118,bottled water
24118,newspapers
24119,cream cheese 
24119,rolls/buns
24119,soda
24119,chocolate
24120,turkey
24120,beef
24120,frozen vegetables
24120,dishes
24120,photo/film
24121,pork
24121,other vegetables
24121,whipped/sour cream
24121,rolls/buns
24121,soda
24121,shopping bags
24122,whole milk
24122,beverages
24123,rolls/buns
24123,soda
24124,sausage
24124,pip fruit
24124,whole milk
24124,curd
24124,yogurt
24124,sliced cheese
24124,rolls/buns
24124,bottled water
24124,hygiene articles
24125,ice cream
24126,liquor
24127,pip fruit
24127,other vegetables
24127,fruit/vegetable juice
24128,root vegetables
24128,other vegetables
24128,yogurt
24129,soda
24130,soda
24131,sausage
24131,citrus fruit
24131,tropical fruit
24131,other vegetables
24131,whole milk
24131,yogurt
24131,rolls/buns
24131,bottled water
24131,soda
24131,chocolate
24131,newspapers
24132,root vegetables
24132,whole milk
24132,pet care
24132,detergent
24133,pork
24133,berries
24133,root vegetables
24133,other vegetables
24133,pastry
24133,specialty bar
24134,pork
24135,chocolate
24136,fruit/vegetable juice
24137,pickled vegetables
24137,coffee
24138,bottled water
24139,frankfurter
24139,sausage
24139,butter
24139,whipped/sour cream
24139,rolls/buns
24139,margarine
24139,spices
24140,tropical fruit
24140,pip fruit
24140,onions
24140,other vegetables
24140,whole milk
24140,domestic eggs
24140,sugar
24140,soups
24140,tea
24140,soda
24140,hygiene articles
24140,napkins
24141,canned beer
24142,root vegetables
24143,meat
24143,citrus fruit
24143,berries
24143,root vegetables
24143,whole milk
24143,soda
24144,frankfurter
24144,rolls/buns
24144,bottled water
24144,fruit/vegetable juice
24144,hygiene articles
24145,tropical fruit
24145,margarine
24145,rum
24146,tropical fruit
24146,root vegetables
24146,herbs
24146,whole milk
24146,butter milk
24146,whipped/sour cream
24146,flour
24146,hygiene articles
24147,citrus fruit
24147,pip fruit
24147,root vegetables
24147,other vegetables
24147,whole milk
24147,cream cheese 
24147,domestic eggs
24147,brown bread
24147,margarine
24147,baking powder
24147,waffles
24148,hamburger meat
24148,other vegetables
24148,whole milk
24148,curd
24148,yogurt
24148,rolls/buns
24148,pastry
24148,semi-finished bread
24148,margarine
24148,bottled water
24148,fruit/vegetable juice
24149,chicken
24149,pip fruit
24149,other vegetables
24149,whole milk
24149,dessert
24149,yogurt
24149,whipped/sour cream
24149,rolls/buns
24149,pasta
24149,soda
24149,waffles
24150,chicken
24150,citrus fruit
24150,tropical fruit
24150,root vegetables
24150,whole milk
24150,frozen fish
24150,rolls/buns
24151,frankfurter
24151,citrus fruit
24151,onions
24151,other vegetables
24151,whole milk
24151,rolls/buns
24151,sugar
24151,soda
24152,canned beer
24153,turkey
24153,pip fruit
24153,salad dressing
24153,pastry
24154,packaged fruit/vegetables
24154,whole milk
24154,curd
24154,yogurt
24154,domestic eggs
24154,brown bread
24154,mustard
24154,pickled vegetables
24154,bottled water
24154,misc. beverages
24155,pasta
24156,citrus fruit
24156,tropical fruit
24157,sausage
24157,whole milk
24157,yogurt
24157,rolls/buns
24157,brown bread
24157,pot plants
24158,whole milk
24158,frozen meals
24158,pastry
24158,fruit/vegetable juice
24158,waffles
24159,canned beer
24160,citrus fruit
24160,sugar
24160,sauces
24161,liquor (appetizer)
24162,citrus fruit
24162,other vegetables
24162,rolls/buns
24162,salty snack
24162,shopping bags
24163,sausage
24164,chicken
24164,other vegetables
24164,whole milk
24164,vinegar
24164,oil
24164,bottled water
24164,canned beer
24164,napkins
24164,newspapers
24165,hamburger meat
24165,root vegetables
24165,other vegetables
24165,whole milk
24165,yogurt
24165,whipped/sour cream
24165,specialty cheese
24165,flour
24165,margarine
24166,sausage
24166,pork
24166,other vegetables
24166,dessert
24166,yogurt
24166,oil
24166,soda
24167,beef
24167,berries
24167,root vegetables
24167,whole milk
24167,whipped/sour cream
24167,abrasive cleaner
24168,citrus fruit
24168,packaged fruit/vegetables
24168,yogurt
24168,bottled water
24169,UHT-milk
24169,coffee
24170,candy
24171,newspapers
24172,beef
24172,citrus fruit
24172,other vegetables
24172,yogurt
24173,sausage
24173,rolls/buns
24174,frankfurter
24174,beef
24174,root vegetables
24174,curd
24174,dessert
24174,yogurt
24174,soft cheese
24174,rolls/buns
24174,mustard
24174,pickled vegetables
24174,canned beer
24174,hygiene articles
24174,napkins
24175,canned beer
24176,bottled beer
24177,onions
24177,soda
24177,chewing gum
24177,chocolate
24177,newspapers
24178,tropical fruit
24178,packaged fruit/vegetables
24178,cream cheese 
24178,white bread
24178,candy
24179,bottled water
24179,white wine
24180,beef
24180,white bread
24180,pastry
24180,pasta
24180,soap
24181,sausage
24181,chicken
24181,tropical fruit
24181,root vegetables
24181,whole milk
24181,yogurt
24181,candy
24181,abrasive cleaner
24181,cleaner
24182,hair spray
24183,chicken
24183,whole milk
24183,spices
24183,long life bakery product
24183,shopping bags
24184,pork
24184,citrus fruit
24184,brown bread
24184,pastry
24184,sugar
24184,cat food
24185,ice cream
24186,meat
24186,hard cheese
24186,bottled beer
24187,other vegetables
24187,yogurt
24187,brown bread
24187,instant coffee
24188,bottled water
24188,cake bar
24189,tropical fruit
24189,soda
24189,salty snack
24190,photo/film
24191,sausage
24191,citrus fruit
24191,yogurt
24191,coffee
24191,soda
24191,canned beer
24191,dishes
24192,grapes
24192,root vegetables
24193,domestic eggs
24193,brown bread
24193,photo/film
24194,rolls/buns
24194,canned fish
24194,canned beer
24195,tropical fruit
24195,whole milk
24196,chicken
24197,frankfurter
24197,other vegetables
24197,yogurt
24197,brown bread
24197,bottled water
24198,berries
24198,root vegetables
24198,other vegetables
24198,curd
24198,butter milk
24198,cream cheese 
24198,roll products 
24198,margarine
24198,misc. beverages
24198,specialty chocolate
24198,detergent
24199,margarine
24199,hygiene articles
24200,tropical fruit
24200,yogurt
24200,rolls/buns
24200,soda
24200,shopping bags
24201,ham
24201,other vegetables
24201,whipped/sour cream
24201,hard cheese
24201,rolls/buns
24201,soda
24201,misc. beverages
24201,chocolate
24201,candy
24202,hamburger meat
24202,white bread
24202,salty snack
24203,yogurt
24203,mayonnaise
24203,rolls/buns
24203,soda
24203,napkins
24204,soda
24204,specialty chocolate
24205,yogurt
24206,soda
24207,bottled water
24208,sausage
24208,meat
24208,hamburger meat
24208,rubbing alcohol
24209,citrus fruit
24209,pip fruit
24209,beverages
24209,hard cheese
24209,pet care
24209,soda
24209,fruit/vegetable juice
24209,waffles
24210,shopping bags
24211,newspapers
24212,frankfurter
24212,other vegetables
24212,whole milk
24212,curd
24212,frozen potato products
24212,zwieback
24212,specialty bar
24212,dish cleaner
24213,sausage
24213,citrus fruit
24213,whole milk
24213,canned beer
24214,frankfurter
24214,rolls/buns
24215,salt
24215,salty snack
24215,cookware
24216,oil
24217,curd
24217,beverages
24217,cream cheese 
24217,rolls/buns
24217,pastry
24217,soda
24217,cake bar
24217,chewing gum
24218,other vegetables
24218,butter
24218,specialty chocolate
24219,citrus fruit
24220,frankfurter
24220,whole milk
24220,butter milk
24221,root vegetables
24221,whole milk
24221,butter
24221,processed cheese
24221,mayonnaise
24221,salty snack
24222,tropical fruit
24222,whole milk
24222,frozen meals
24222,bottled beer
24223,beef
24223,hamburger meat
24223,pip fruit
24224,berries
24224,whipped/sour cream
24224,cereals
24224,waffles
24224,shopping bags
24225,canned beer
24226,whipped/sour cream
24226,canned beer
24226,red/blush wine
24227,root vegetables
24227,domestic eggs
24227,margarine
24227,chocolate marshmallow
24227,candy
24228,whole milk
24228,soda
24229,beef
24230,frozen vegetables
24231,rolls/buns
24231,bottled beer
24232,whole milk
24232,hygiene articles
24233,whole milk
24234,citrus fruit
24234,whole milk
24234,curd
24234,soft cheese
24235,pastry
24235,fruit/vegetable juice
24236,frankfurter
24236,sausage
24236,pork
24236,pip fruit
24236,butter
24236,processed cheese
24236,white bread
24236,brown bread
24237,tropical fruit
24237,root vegetables
24237,whole milk
24237,whipped/sour cream
24237,domestic eggs
24238,frankfurter
24238,sausage
24238,root vegetables
24238,yogurt
24238,whipped/sour cream
24238,pastry
24238,napkins
24239,berries
24239,root vegetables
24239,other vegetables
24239,packaged fruit/vegetables
24239,whole milk
24239,curd
24239,curd cheese
24239,cat food
24239,specialty bar
24239,detergent
24240,rolls/buns
24240,brown bread
24240,pastry
24240,coffee
24240,bottled beer
24241,root vegetables
24241,packaged fruit/vegetables
24241,curd
24241,dessert
24241,frozen vegetables
24241,specialty fat
24241,coffee
24242,yogurt
24243,other vegetables
24243,bottled water
24244,berries
24244,white bread
24245,berries
24245,coffee
24246,other vegetables
24246,butter milk
24246,frozen meals
24246,bottled water
24247,rolls/buns
24247,newspapers
24248,ham
24248,citrus fruit
24248,whole milk
24248,whipped/sour cream
24248,rolls/buns
24248,pastry
24248,waffles
24248,hygiene articles
24249,whole milk
24249,frozen dessert
24249,salty snack
24249,napkins
24250,tropical fruit
24250,butter milk
24250,rolls/buns
24250,bottled water
24251,bottled water
24252,butter milk
24252,yogurt
24253,newspapers
24254,coffee
24255,bottled beer
24255,liquor
24256,onions
24256,butter
24256,whipped/sour cream
24256,hard cheese
24256,frozen vegetables
24256,pasta
24256,specialty fat
24256,syrup
24256,candy
24256,napkins
24256,cling film/bags
24257,hamburger meat
24257,hard cheese
24257,frozen meals
24257,pasta
24257,dog food
24257,salty snack
24257,shopping bags
24258,sausage
24258,liver loaf
24258,other vegetables
24258,cream cheese 
24258,pastry
24258,soap
24258,shopping bags
24259,hard cheese
24259,pastry
24259,napkins
24260,sausage
24260,tropical fruit
24260,condensed milk
24260,rolls/buns
24261,hamburger meat
24262,onions
24262,whole milk
24262,beverages
24262,frozen dessert
24263,coffee
24264,shopping bags
24265,yogurt
24265,rolls/buns
24265,pastry
24265,bottled water
24265,soda
24265,shopping bags
24266,soda
24267,sliced cheese
24268,sausage
24268,whole milk
24268,coffee
24269,yogurt
24269,chocolate
24270,domestic eggs
24270,rolls/buns
24270,dish cleaner
24270,hygiene articles
24271,whole milk
24272,meat
24272,other vegetables
24272,whole milk
24272,whipped/sour cream
24273,dish cleaner
24273,bathroom cleaner
24273,hygiene articles
24273,napkins
24274,other vegetables
24274,red/blush wine
24275,whole milk
24275,butter milk
24275,yogurt
24275,sliced cheese
24275,rolls/buns
24275,sweet spreads
24275,coffee
24275,fruit/vegetable juice
24275,long life bakery product
24275,shopping bags
24276,other vegetables
24276,whole milk
24276,rolls/buns
24276,Instant food products
24277,tropical fruit
24277,other vegetables
24278,baking powder
24278,bottled water
24278,salty snack
24278,chewing gum
24279,specialty bar
24280,ice cream
24281,frankfurter
24281,yogurt
24282,canned beer
24283,bottled water
24284,other vegetables
24284,whole milk
24284,rolls/buns
24284,margarine
24284,bottled water
24284,bottled beer
24285,citrus fruit
24285,tropical fruit
24285,onions
24285,other vegetables
24285,shopping bags
24286,sausage
24286,ham
24286,hamburger meat
24286,whole milk
24286,soda
24286,softener
24286,newspapers
24287,domestic eggs
24287,rolls/buns
24287,specialty bar
24287,napkins
24288,pork
24288,citrus fruit
24288,tropical fruit
24288,root vegetables
24288,other vegetables
24288,curd
24288,hygiene articles
24289,specialty cheese
24289,frozen vegetables
24289,coffee
24289,soda
24289,fruit/vegetable juice
24289,salty snack
24290,pork
24290,citrus fruit
24290,pip fruit
24290,yogurt
24290,fruit/vegetable juice
24290,sparkling wine
24291,beef
24291,berries
24291,whipped/sour cream
24291,domestic eggs
24291,rolls/buns
24292,other vegetables
24292,pet care
24293,chicken
24293,yogurt
24293,sliced cheese
24293,rolls/buns
24293,chewing gum
24293,dishes
24294,soda
24294,chewing gum
24295,whole milk
24296,rolls/buns
24297,bottled beer
24298,root vegetables
24298,pastry
