citizen-id,age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,salary-class
1137,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
1138,27, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, <=50K
1139,20, Private, Some-college,10, Never-married, Sales, White, Male,20, United-States, <=50K
1140,49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, >50K
1141,61, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1142,27, Private, Some-college,10, Never-married, Sales, White, Female,40, United-States, <=50K
1143,19, Private, Some-college,10, Never-married, Other-service, White, Male,30, Mexico, <=50K
1144,45, Private, Assoc-voc,11, Never-married, Prof-specialty, White, Female,40, United-States, >50K
1145,70, Private, Some-college,10, Never-married, Tech-support, White, Male,40, United-States, <=50K
1146,31, Private, HS-grad,9, Never-married, Transport-moving, Black, Female,30, United-States, <=50K
1147,22, Private, Some-college,10, Married-civ-spouse, Other-service, White, Male,24, United-States, <=50K
1148,36, Private, HS-grad,9, Widowed, Other-service, White, Female,24, United-States, <=50K
1149,64, Private, 11th,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1150,43,Unknown, Some-college,10, Divorced,Unknown, White, Female,40, United-States, <=50K
1151,47, Local-gov, Some-college,10, Divorced, Adm-clerical, White, Female,38, Mexico, <=50K
1152,34, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
1153,33, Private, Bachelors,13, Never-married, Exec-managerial, Asian-Pac-Islander, Female,40, Philippines, <=50K
1154,21, Private, HS-grad,9, Never-married, Craft-repair, White, Male,35, United-States, <=50K
1155,52,Unknown, HS-grad,9, Divorced,Unknown, White, Male,45, United-States, >50K
1156,48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,46, United-States, <=50K
1157,23, Private, Bachelors,13, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
1158,71, Self-emp-not-inc, Some-college,10, Separated, Sales, Black, Male,, United-States, <=50K
1159,29, Private, HS-grad,9, Divorced, Craft-repair, White, Male,60, United-States, <=50K
1160,42, Private, Bachelors,13, Separated, Other-service, Black, Male,50, United-States, <=50K
1161,68,Unknown, 1st-4th,2, Divorced,Unknown, White, Female,20, United-States, <=50K
1162,25, Private, HS-grad,9, Never-married, Other-service, White, Female,40, United-States, <=50K
1163,44, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Asian-Pac-Islander, Female,40, United-States, <=50K
1164,28, Private, HS-grad,9, Never-married, Exec-managerial, Asian-Pac-Islander, Female,40, England, <=50K
1165,45, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
1166,36, Private, Some-college,10, Divorced, Other-service, White, Female,40, Mexico, <=50K
1167,39, Federal-gov, Assoc-acdm,12, Never-married, Exec-managerial, White, Male,42, United-States, <=50K
1168,46, State-gov, Masters,14, Widowed, Protective-serv, White, Male,40, United-States, <=50K
1169,18, Private, 11th,7, Never-married, Handlers-cleaners, White, Male,16, United-States, <=50K
1170,66, Local-gov, Assoc-voc,11, Widowed, Prof-specialty, White, Female,20, United-States, <=50K
1171,27, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States, <=50K
1172,28, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
1173,51, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
1174,27, Private, Bachelors,13, Never-married, Craft-repair, White, Male,50, United-States, <=50K
1175,28, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
1176,27, Private, HS-grad,9, Married-spouse-absent, Sales, White, Female,25, United-States, <=50K
1177,21, Private, HS-grad,9, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
1178,34, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K
1179,18, Private, HS-grad,9, Never-married, Other-service, White, Male,12, United-States, <=50K
1180,33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,65, United-States, <=50K
1181,44, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Black, Male,38, United-States, >50K
1182,43, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
1183,30, Private, Some-college,10, Never-married, Craft-repair, Black, Male,45, United-States, <=50K
1184,40, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, >50K
1185,37, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,42, United-States, >50K
1186,34, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, <=50K
1187,41, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
1188,53,Unknown, Bachelors,13, Divorced,Unknown, White, Female,50, United-States, <=50K
1189,31, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Female,50, United-States, <=50K
1190,58, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,, United-States, >50K
1191,38, Private, Some-college,10, Divorced, Machine-op-inspct, Black, Female,28, United-States, <=50K
1192,24, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
1193,41, Local-gov, Bachelors,13, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, <=50K
1194,47, Private, Some-college,10, Married-civ-spouse, Tech-support, White, Male,45, United-States, <=50K
1195,41, Federal-gov, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,24, United-States, <=50K
1196,23, Private, 5th-6th,3, Married-civ-spouse, Transport-moving, White, Male,40, Mexico, <=50K
1197,36, Private, Some-college,10, Divorced, Craft-repair, White, Male,40, United-States, <=50K
1198,40, Federal-gov, Masters,14, Never-married, Exec-managerial, White, Female,55, United-States, >50K
1199,35, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
1200,24, Self-emp-not-inc, HS-grad,9, Never-married, Sales, White, Male,40, United-States, <=50K
1201,26, Private, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
1202,19,Unknown, HS-grad,9, Never-married,Unknown, White, Male,40, Italy, <=50K
1203,51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
1204,42, Local-gov, Some-college,10, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
1205,37, State-gov, HS-grad,9, Divorced, Adm-clerical, White, Female,35, United-States, <=50K
1206,18, Private, 11th,7, Never-married, Sales, White, Female,40, United-States, <=50K
1207,36, Private, Bachelors,13, Married-civ-spouse, Other-service, Black, Male,36, United-States, >50K
1208,35, Private, HS-grad,9, Divorced, Craft-repair, White, Male,60, United-States, <=50K
1209,58, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, White, Female,35, United-States, >50K
1210,17, Private, 11th,7, Never-married, Sales, White, Female,12, United-States, <=50K
1211,44, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
1212,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1213,35, Private, Some-college,10, Never-married, Sales, Amer-Indian-Eskimo, Female,40, United-States, <=50K
1214,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, <=50K
1215,54, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
1216,37, Private, Bachelors,13, Never-married, Exec-managerial, Black, Male,60, United-States, >50K
1217,50, Private, Assoc-acdm,12, Divorced, Sales, White, Female,40, United-States, <=50K
1218,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,50, Poland, <=50K
1219,45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, <=50K
1220,25, Private, 10th,6, Never-married, Craft-repair, White, Male,40, United-States, <=50K
1221,31, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
1222,64,Unknown, 1st-4th,2, Divorced,Unknown, White, Male,40, United-States, <=50K
1223,90, Private, HS-grad,9, Never-married, Other-service, Black, Male,40, United-States, <=50K
1224,54, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Black, Male,20, United-States, <=50K
1225,53, Local-gov, Preschool,1, Never-married, Machine-op-inspct, White, Female,35, United-States, <=50K
1226,18, Private, HS-grad,9, Never-married, Sales, White, Female,40, United-States, <=50K
1227,60,Unknown, 10th,6, Divorced,Unknown, Amer-Indian-Eskimo, Female,10, United-States, <=50K
1228,66, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
1229,75, Private, Assoc-voc,11, Widowed, Adm-clerical, White, Female,20, Columbia, <=50K
1230,65, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
1231,35, Private, 11th,7, Separated, Transport-moving, Black, Male,40, United-States, <=50K
1232,41, Private, HS-grad,9, Divorced, Sales, Black, Female,38, United-States, <=50K
1233,25, Private, Some-college,10, Never-married, Adm-clerical, White, Male,42, United-States, <=50K
1234,33, Private, Some-college,10, Divorced, Craft-repair, Other, Female,40, United-States, <=50K
1235,28, Private, Prof-school,15, Never-married, Prof-specialty, White, Male,55, United-States, >50K
1236,59, State-gov, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
1237,40, State-gov, Some-college,10, Never-married, Adm-clerical, White, Female,38, United-States, <=50K
1238,41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, Iran, >50K
1239,38, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,70, United-States, >50K
1240,23, Private, HS-grad,9, Never-married, Transport-moving, White, Male,40, United-States, <=50K
1241,40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
1242,41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, White, Female,20, United-States, <=50K
1243,24, State-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, White, Male,50, United-States, <=50K
1244,20,Unknown, Some-college,10, Never-married,Unknown, White, Male,20, United-States, <=50K
1245,38, Private, Some-college,10, Divorced, Craft-repair, White, Male,40, United-States, <=50K
1246,56, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,35,Unknown, <=50K
1247,58, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, >50K
1248,32, Private, HS-grad,9, Never-married, Other-service, White, Female,34, United-States, <=50K
1249,40, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, White, Male,60, United-States, >50K
1250,45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40,Unknown, <=50K
1251,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
1252,42, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Black, Female,40, United-States, <=50K
1253,59, Local-gov, 10th,6, Widowed, Other-service, Black, Female,30, United-States, <=50K
1254,19, Local-gov, Some-college,10, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
1255,58, Private, Some-college,10, Never-married, Transport-moving, White, Male,20, United-States, <=50K
1256,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male,40, Cambodia, >50K
1257,20, Private, HS-grad,9, Never-married, Other-service, White, Female,40, United-States, <=50K
1258,32, Private, HS-grad,9, Separated, Other-service, White, Female,30, United-States, <=50K
1259,45, Private, Assoc-voc,11, Widowed, Exec-managerial, White, Female,45, United-States, <=50K
1260,50, Private, 7th-8th,4, Divorced, Craft-repair, White, Male,40, United-States, <=50K
1261,36, Private, Bachelors,13, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
1262,45, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
1263,17, Private, 11th,7, Never-married, Other-service, White, Male,12, United-States, <=50K
1264,59, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
1265,26, Private, 11th,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1266,37, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,75, Thailand, >50K
1267,19,Unknown, Some-college,10, Never-married,Unknown, White, Male,24, Canada, <=50K
1268,64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1269,33, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
1270,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Female,40, United-States, >50K
1271,61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1272,17, Private, 9th,5, Never-married, Other-service, White, Male,24, United-States, <=50K
1273,50, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, White, Male,98, United-States, <=50K
1274,27, Local-gov, Masters,14, Never-married, Prof-specialty, White, Male,35, United-States, <=50K
1275,30, Private, HS-grad,9, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
1276,43, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
1277,44, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1278,35, Private, Some-college,10, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
1279,25, Private, Some-college,10, Never-married, Tech-support, White, Female,40, United-States, <=50K
1280,24, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Female,48, United-States, >50K
1281,22, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,15, Germany, <=50K
1282,42, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1283,34, Private, Assoc-acdm,12, Divorced, Sales, Black, Female,45, United-States, <=50K
1284,60, Private, Bachelors,13, Divorced, Prof-specialty, White, Female,42, United-States, <=50K
1285,21, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
1286,57, Federal-gov, Masters,14, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
1287,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
1288,50, Private, Some-college,10, Divorced, Other-service, White, Male,45, United-States, <=50K
1289,25, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
1290,50, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, White, Male,40, Ecuador, <=50K
1291,36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, <=50K
1292,31, Private, HS-grad,9, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
